PILAR - Salida;10594;16:30:00;17:30:00;Produccion;Mañana;v
ZARATE 1-(P. Ind.)-Salida;8744;17:00:00;17:30:00;Produccion;Mañana;v
DEL VISO - Salida;8730;17:00:00;17:30:00;Produccion;Mañana;v
Mercedes - Salida;10560;17:00:00;17:30:00;Produccion;Mañana;v
MORENO - Salida;8737;17:00:00;17:30:00;Produccion;Mañana;v
BS AS 1 - C. Y S. FE - Salida;8723;17:00:00;17:30:00;Produccion;Mañana;v
ZARATE (Ref.Z6 R. Noya)-Salida;8743;17:00:00;17:30:00;Produccion;Mañana;v
CAMPANA 2 - Salida;8729;17:00:00;17:30:00;Produccion;Mañana;v
Ref. Lujan 2 - Salida;10559;17:00:00;17:30:00;Produccion;Mañana;v
ZARATE 6-(R. Noya)-Salida;8749;17:00:00;17:30:00;Produccion;Mañana;v
LUJAN 2 - Salida;8736;17:00:00;17:30:00;Produccion;Mañana;v
BARADERO - 3 Salida;8721;17:00:00;17:30:00;Produccion;Mañana;v
San Miguel Salida;10565;17:00:00;17:30:00;Produccion;Mañana;v
ZARATE (Ref. Z4-Lav)-Salida;8742;17:00:00;17:30:00;Produccion;Mañana;v
CAMPANA 2 (Ref.) - Salida;8728;17:00:00;17:30:00;Produccion;Mañana;v
Lima - Alsina - Salida;10558;17:00:00;17:30:00;Produccion;Mañana;v
ZARATE 5-(Pellegrini)-Salida;8748;17:00:00;17:30:00;Produccion;Mañana;v
LUJAN 1 - Salida;8735;17:00:00;17:30:00;Produccion;Mañana;v
BARADERO - 2 Salida;8720;17:00:00;17:30:00;Produccion;Mañana;v
Ref. 202 Salida;10564;17:00:00;17:30:00;Produccion;Mañana;v
SAN PEDRO 2 - Salida;8741;17:00:00;17:30:00;Produccion;Mañana;v
CAMPANA 1 - Salida;8727;17:00:00;17:30:00;Produccion;Mañana;v
ZTE 2-SAL.;2559;17:10:00;17:40:00;Produccion;Mañana;v
MORENO - Salida;2565;17:10:00;17:40:00;Produccion;Mañana;v
ZTE 1-SAL.;2558;17:10:00;17:40:00;Produccion;Mañana;v
LUJAN 2 - Salida;2564;17:10:00;17:40:00;Produccion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;2575;17:10:00;17:40:00;Produccion;Mañana;v
CNAREF-SAL;2557;17:10:00;17:40:00;Produccion;Mañana;v
LUJAN 1 - Salida;2563;17:10:00;17:40:00;Produccion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;2569;17:10:00;17:40:00;Produccion;Mañana;v
CAMPANA 2 - Salida;2556;17:10:00;17:40:00;Produccion;Mañana;v
ZTEREF-SAL;2562;17:10:00;17:40:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;2568;17:10:00;17:40:00;Produccion;Mañana;v
CAMPANA 1- Salida;2555;17:10:00;17:40:00;Produccion;Mañana;v
ZTE 4-SAL.;2561;17:10:00;17:40:00;Produccion;Mañana;v
PILAR-SAL;2567;17:10:00;17:40:00;Produccion;Mañana;v
ZTE 3-SAL.;2560;17:10:00;17:40:00;Produccion;Mañana;v
Ref. Escobar 1 - Salida;10651;17:30:00;18:00:00;Produccion;Tarde;v
ZTE 1-SAL.;2404;17:50:00;18:00:00;Produccion;tarde;v
BARADERO - 3 Salida;10637;17:30:00;18:00:00;Produccion;Tarde;v
CAMPANA 1 (Ref.) - Salida;10658;17:30:00;18:00:00;Produccion;Tarde;v
Lima - Alsina - Salida;10644;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 2-(Los Ciebos)-Salida;10664;17:30:00;18:00:00;Produccion;Tarde;v
Alberti - Ref. Del Viso - Sal.;10650;17:30:00;18:00:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;10670;17:30:00;18:00:00;Produccion;Tarde;v
BARADERO - 2 Salida;10636;17:30:00;18:00:00;Produccion;Tarde;v
MORENO - Salida;10657;17:30:00;18:00:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;10643;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;10663;17:30:00;18:00:00;Produccion;Tarde;v
Ref. 202 Salida;10649;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE (Ref.Z6 R. Noya)-Salida;10669;17:30:00;18:00:00;Produccion;Tarde;v
SAN PEDRO 2 - Salida;10656;17:30:00;18:00:00;Produccion;Tarde;v
ZTEREF-SAL;2408;17:30:00;18:00:00;Produccion;Tarde;v
DEL VISO - Salida;10642;17:30:00;18:00:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;10662;17:30:00;18:00:00;Produccion;Tarde;v
Ref. Lujan 2 - Salida;10648;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;10668;17:30:00;18:00:00;Produccion;Tarde;v
SAN PEDRO 1 - Salida;10655;17:30:00;18:00:00;Produccion;Tarde;v
ZTE 4-SAL.;2407;17:30:00;18:00:00;Produccion;Tarde;v
CAMPANA 2 - Salida;10641;17:30:00;18:00:00;Produccion;Tarde;v
CAMPANA 2 (Ref.) - Salida;10661;17:30:00;18:00:00;Produccion;Tarde;v
Mercedes - Salida;10647;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;10667;17:30:00;18:00:00;Produccion;Tarde;v
San Miguel Salida;10654;17:30:00;18:00:00;Produccion;Tarde;v
ZTE 3-SAL.;2406;17:30:00;18:00:00;Produccion;Tarde;v
CAMPANA 1 - Salida;10640;17:30:00;18:00:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;10660;17:30:00;18:00:00;Produccion;Tarde;v
LUJAN 1 - Salida;10646;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;10666;17:30:00;18:00:00;Produccion;Tarde;v
San Andres de Giles - Salida;10653;17:30:00;18:00:00;Produccion;Tarde;v
ZTE 2-SAL.;2405;17:30:00;18:00:00;Produccion;Tarde;v
BS AS 1 - C. Y S. FE - Salida;10639;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;10659;17:30:00;18:00:00;Produccion;Tarde;v
LUJAN 2 - Salida;10645;17:30:00;18:00:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;10665;17:30:00;18:00:00;Produccion;Tarde;v
PILAR - Salida;10106;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;10125;18:00:00;18:30:00;Produccion;Tarde;v
San Miguel Salida;10112;18:00:00;18:30:00;Produccion;Tarde;v
CAMPANA 1 - Salida;10099;18:00:00;18:30:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;10118;18:00:00;18:30:00;Produccion;Tarde;v
LUJAN 1 - Salida;10105;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;10124;18:00:00;18:30:00;Produccion;Tarde;v
Ref. Pilar - Salida;10111;18:00:00;18:30:00;Produccion;Tarde;v
BS AS 1 - C. Y S. FE - Salida;10098;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;10117;18:00:00;18:30:00;Produccion;Tarde;v
LUJAN 2 - Salida;10104;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;10123;18:00:00;18:30:00;Produccion;Tarde;v
Ref. Escobar 1 - Salida;10110;18:00:00;18:30:00;Produccion;Tarde;v
BARADERO - 3 Salida;10097;18:00:00;18:30:00;Produccion;Tarde;v
CAMPANA 1 (Ref.) - Salida;10116;18:00:00;18:30:00;Produccion;Tarde;v
Lima - Alsina - Salida;10103;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 2-(Los Ciebos)-Salida;10122;18:00:00;18:30:00;Produccion;Tarde;v
Alberti - Ref. Del Viso - Sal.;10109;18:00:00;18:30:00;Produccion;Tarde;v
BARADERO - 2 Salida;10096;18:00:00;18:30:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;10128;18:00:00;18:30:00;Produccion;Tarde;v
MORENO - Salida;10115;18:00:00;18:30:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;10102;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;10121;18:00:00;18:30:00;Produccion;Tarde;v
Ref. 202 Salida;10108;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE (Ref.Z6 R. Noya)-Salida;10127;18:00:00;18:30:00;Produccion;Tarde;v
SAN PEDRO 2 - Salida;10114;18:00:00;18:30:00;Produccion;Tarde;v
DEL VISO - Salida;10101;18:00:00;18:30:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;10120;18:00:00;18:30:00;Produccion;Tarde;v
Ref. Lujan 2 - Salida;10107;18:00:00;18:30:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;10126;18:00:00;18:30:00;Produccion;Tarde;v
SAN PEDRO 1 - Salida;10113;18:00:00;18:30:00;Produccion;Tarde;v
CAMPANA 2 - Salida;10100;18:00:00;18:30:00;Produccion;Tarde;v
CAMPANA 2 (Ref.) - Salida;10119;18:00:00;18:30:00;Produccion;Tarde;v
Los Ceibos - Bs. As.;10888;18:40:00;18:40:00;Serv. Regular;Tarde;I
Rec. Sabado Zarate. Salida;8298;18:15:00;18:45:00;Produccion;Mañana;v
Adic. Adm. S. A. de Giles -Sal;11069;18:30:00;18:45:00;Produccion;Mañana;i
Los Ceibos - Zarate;10893;18:50:00;18:50:00;Serv. Regular;Tarde;v
Adic. Adm. Zarate 2 - Entrada;11047;18:25:00;18:55:00;Produccion;Tarde;i
Adic. Adm. Zarate I -Salida;11044;18:25:00;18:55:00;Produccion;Tarde;i
Rec. Sabado Lujan. Salida;8981;18:30:00;19:00:00;Produccion;Tarde;v
Rec. Sabado Bs. As. Salida;8980;18:30:00;19:00:00;Produccion;Tarde;v
Rec. Sab. HENRY FORD . Salida;9205;18:30:00;19:00:00;Produccion;Tarde;v
Rec. Sab. S. Pedro. Salida;8979;18:30:00;19:00:00;Produccion;Tarde;v
Rec. Sabado Lima. Salida;9073;18:30:00;19:00:00;Produccion;Noche;v
Adic. Adm. Campana I - Entrada;11053;19:00:00;19:00:00;Produccion;Tarde;i
Rec. Sabados Pilar Salida;9050;18:30:00;19:00:00;Produccion;Mañana;v
Rec. Sabado Zarate. Salida;8983;18:30:00;19:00:00;Produccion;Tarde;v
Rec. Sabados Escobar. Salida;8982;18:30:00;19:00:00;Produccion;Tarde;v
Adic. Adm. Zarate 2 -Salida;11050;18:30:00;19:00:00;Produccion;Tarde;i
Adic. Adm. Campana 2 - Entrada;11056;19:10:00;19:10:00;Produccion;Tarde;i
Los Ceibos - Escobar;10880;19:20:00;19:20:00;Serv. Regular;Tarde;v
Puerto Zarate - Toyota;1750;19:15:00;19:30:00;Produccion;Tarde;v
Baradero - Pilar;10889;19:35:00;19:35:00;Serv. Regular;Tarde;v
Los Ceibos - Cap. Federal;10897;19:40:00;19:40:00;Serv. Regular;Tarde;i
SAN PEDRO 2 - Salida;8204;19:00:00;20:00:00;Produccion;Tarde;v
BARADERO - 2 Salida;8189;19:00:00;20:00:00;Produccion;Tarde;v
LUJAN 2 - Salida;8210;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;8197;19:00:00;20:00:00;Produccion;Tarde;v
SAN PEDRO 1 - Salida;8203;19:00:00;20:00:00;Produccion;Tarde;v
CAMPANA 2 (Ref.) - Salida;8188;19:00:00;20:00:00;Produccion;Tarde;v
LUJAN 1 - Salida;8209;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;8196;19:00:00;20:00:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;8202;19:00:00;20:00:00;Produccion;Tarde;v
CAMPANA 2 - Salida;8187;19:00:00;20:00:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;8208;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;8195;19:00:00;20:00:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;8201;19:00:00;20:00:00;Produccion;Tarde;v
BARADERO - 1 Salida;8207;19:00:00;20:00:00;Produccion;Tarde;v
CAMPANA 1 (Ref.) - Salida;5874;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;8194;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;8192;19:00:00;20:00:00;Produccion;Tarde;v
BS AS 1 - C. Y S. FE - Salida;8213;19:00:00;20:00:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;8200;19:00:00;20:00:00;Produccion;Tarde;v
ALSINA - Salida;8206;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 2-(Galesio)-Salida;8193;19:00:00;20:00:00;Produccion;Tarde;v
LIMA - Salida;8191;19:00:00;20:00:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;8212;19:00:00;20:00:00;Produccion;Tarde;v
PILAR - Salida;8199;19:00:00;20:00:00;Produccion;Tarde;v
CAMPANA 1 - Salida;8205;19:00:00;20:00:00;Produccion;Tarde;v
BARADERO - 3 Salida;8190;19:00:00;20:00:00;Produccion;Tarde;v
MORENO - Salida;8211;19:00:00;20:00:00;Produccion;Tarde;v
DEL VISO - Salida;8198;19:00:00;20:00:00;Produccion;Tarde;v
Planta TASA - Junin;11126;20:05:00;20:05:00;Produccion;Noche;v
CAMPANA 2 (Ref.) - Salida;5897;19:00:00;20:10:00;Produccion;Tarde;v
SAN PEDRO 2 - Salida;5884;19:00:00;20:10:00;Produccion;Tarde;v
MORENO - Salida;5890;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;5877;19:00:00;20:10:00;Produccion;Tarde;v
ALSINA - Salida;5896;19:00:00;20:10:00;Produccion;Tarde;v
SAN PEDRO 1 - Salida;5883;19:00:00;20:10:00;Produccion;Tarde;v
LUJAN 2 - Salida;5889;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 2-(Galesio)-Salida;5876;19:00:00;20:10:00;Produccion;Tarde;v
BS AS 2 - RUTA 197 - Salida;5895;19:00:00;20:10:00;Produccion;Tarde;v
BS AS 3 - HENRY FORD - Salida;5882;19:00:00;20:10:00;Produccion;Tarde;v
LUJAN 1 - Salida;5888;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;5875;19:00:00;20:10:00;Produccion;Tarde;v
LIMA - Salida;5894;19:00:00;20:10:00;Produccion;Tarde;v
BS AS 1 - C. Y S. FE - Salida;5881;19:00:00;20:10:00;Produccion;Tarde;v
DEL VISO - Salida;5887;19:00:00;20:10:00;Produccion;Tarde;v
BARADERO - 2 Salida;5893;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 6-(R. Noya)-Salida;5880;19:00:00;20:10:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;5886;19:00:00;20:10:00;Produccion;Tarde;v
CAMPANA 2 - Salida;5873;19:00:00;20:10:00;Produccion;Tarde;v
BARADERO - 1 Salida;5892;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 5-(Pellegrini)-Salida;5879;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE (Ref. Z4-Lav)-Salida;5899;19:00:00;20:10:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;5885;19:00:00;20:10:00;Produccion;Tarde;v
CAMPANA 1 - Salida;5872;19:00:00;20:10:00;Produccion;Tarde;v
BARADERO - 3 Salida;5891;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 4-(Lavalle)-Salida;5878;19:00:00;20:10:00;Produccion;Tarde;v
ZARATE 4-(Adm Ceibos)-Salida;10962;20:10:00;20:12:00;Serv. Regular;Tarde;v
BARREF-SAL;2697;19:30:00;20:20:00;Produccion;Mañana;v
BSAS-SAL;2703;19:30:00;20:20:00;Produccion;Mañana;v
ZTEREF-SAL;2690;19:30:00;20:20:00;Produccion;Tarde;v
BAR 2-SAL;2696;19:30:00;20:20:00;Produccion;Tarde;v
MORENO - Salida;2702;19:30:00;20:20:00;Produccion;Tarde;v
ZTE 4-SAL;2689;19:30:00;20:20:00;Produccion;Tarde;v
BS AS 6  (H. Ford) -Salida;2708;19:30:00;20:20:00;Produccion;Mañana;v
BAR 1-SAL;2695;19:30:00;20:20:00;Produccion;Tarde;v
LUJAN 2 - Salida;2701;19:30:00;20:20:00;Produccion;Tarde;v
ZTE 3- SAL;2688;19:30:00;20:20:00;Produccion;Mañana;v
DEL VISO-SAL;2707;19:30:00;20:20:00;Produccion;Mañana;v
Los Ceibos - San Pedro;10890;20:20:00;20:20:00;Serv. Regular;Tarde;v
CNAREF-SAL;2694;19:30:00;20:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;2700;19:30:00;20:20:00;Produccion;Tarde;v
ZTE 2-SAL;2687;19:30:00;20:20:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;2706;19:30:00;20:20:00;Produccion;Tarde;v
CAMPANA 2 - Salida;2693;19:30:00;20:20:00;Produccion;Tarde;v
SPEDROREF-SAL;2699;19:30:00;20:20:00;Produccion;Mañana;v
ZTE 1-SAL;2686;19:30:00;20:20:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;2705;19:30:00;20:20:00;Produccion;Tarde;v
CAMPANA 1 - Salida;2692;19:30:00;20:20:00;Produccion;Tarde;v
S.PEDRO-SAL.;2698;19:30:00;20:20:00;Produccion;Mañana;v
HENRY FORD SAL.;2704;19:30:00;20:20:00;Produccion;Mañana;v
ZTELIMA;2691;19:30:00;20:20:00;Produccion;Mañana;v
PILAR - ENTRADA (MANTENIMIENTO);11293;20:00:00;20:30:00;Produccion;Noche;i
LUJAN - ENTRADA (MANTENIMIENTO);11285;20:00:00;20:30:00;Produccion;Noche;i
SAN MIGUEL - ENTRADA(MANTENIMIENTO);11289;20:00:00;20:30:00;Produccion;Noche;i
ZTE 3- SAL;2522;20:10:00;20:40:00;Produccion;Tarde;v
HENRY FORD SAL.;2528;20:10:00;20:40:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;2432;20:10:00;20:40:00;Produccion;Tarde;v
SAN PEDRO - ENTRADA (MANTENIMIENTO);11297;20:10:00;20:40:00;Produccion;Noche;i
ZTE 2-SAL;2521;20:10:00;20:40:00;Produccion;Tarde;v
BSAS-SAL;2527;20:10:00;20:40:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;2431;20:10:00;20:40:00;Produccion;Tarde;v
ZTE 1-SAL;2520;20:10:00;20:40:00;Produccion;Tarde;v
PILAR-SAL;2437;20:10:00;20:40:00;Produccion;Tarde;v
LUJAN 2 - Salida;2526;20:10:00;20:40:00;Produccion;Tarde;v
DEL VISO-SAL;2430;20:10:00;20:40:00;Produccion;Tarde;v
ZARATE 4-(Adm Ceibos)-Entrada;10959;20:40:00;20:40:00;Serv. Regular;Tarde;i
CNAREF-SAL;2519;20:10:00;20:40:00;Produccion;Tarde;v
MORENO - Salida;2436;20:10:00;20:40:00;Produccion;Tarde;v
LUJAN 1 - Salida;2525;20:10:00;20:40:00;Produccion;Tarde;v
CAMPANA 2 - Salida;2518;20:10:00;20:40:00;Produccion;Tarde;v
ZTEREF-SAL;2524;20:10:00;20:40:00;Produccion;Tarde;v
ZTE 4-SAL;2523;20:10:00;20:40:00;Produccion;Tarde;v
CAMPANA 1 - Salida;2508;20:10:00;20:40:00;Produccion;Tarde;v
BS AS 4 (Adm - Saav)-Salida;2529;20:10:00;20:40:00;Produccion;Mañana;v
Adic. Adm. Ruta 202 - Salida;11077;20:45:00;20:45:00;Produccion;Tarde;v
Adic. Adm. Campana 2 - Salida;11062;20:50:00;20:50:00;Produccion;Tarde;i
BARADERO - ENTRADA (MANTENIMIENTO);11306;20:20:00;20:50:00;Produccion;Noche;i
Campana-Entrada(Mantenimiento);9860;20:25:00;20:55:00;Produccion;noche;i
Adic. Adm. Campana I - Salida;11059;21:00:00;21:00:00;Produccion;Tarde;v
LUJAN 2 - Salida;2435;20:30:00;21:00:00;Produccion;Tarde;v
LUJAN 1 - Salida;2434;20:30:00;21:00:00;Produccion;Tarde;v
Zarate-Entrada (Mantenimiento);9859;20:40:00;21:10:00;Produccion;Noche;i
Rec. Sabado Bs. As. Salida;8828;21:00:00;21:30:00;Produccion;Tarde;v
Rec. Sab. S. Pedro. Salida;8827;21:00:00;21:30:00;Produccion;Tarde;v
Rec. Sab. Baradero. Salida;8826;21:00:00;21:30:00;Produccion;Tarde;v
Rec. Sabados Escobar. Salida;8831;21:00:00;21:30:00;Produccion;Tarde;v
Rec. Sab. Campana. Salida;8830;21:00:00;21:30:00;Produccion;Tarde;v
Rec. Sabado Zarate. Salida;8829;21:00:00;21:30:00;Produccion;Tarde;v
BSAS-SAL;2848;21:15:00;21:45:00;Produccion;Tarde;v
ZTELIMA;2847;21:15:00;21:45:00;Produccion;Tarde;v
S.PEDRO 1-SAL;2846;21:15:00;21:45:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;3027;21:15:00;21:45:00;Produccion;Tarde;v
LUJAN 1 - Salida;2845;21:15:00;21:45:00;Produccion;Tarde;v
BAR 1-SAL;2851;21:15:00;21:45:00;Produccion;Tarde;v
CAMPANA 1 - Salida;2850;21:15:00;21:45:00;Produccion;Tarde;v
ZARATE 1-(P. Ind.)-Salida;3117;21:15:00;21:45:00;Produccion;Tarde;v
ZTE 1-SAL;2849;21:15:00;21:45:00;Produccion;Tarde;v
PILAR-SAL;3240;21:15:00;21:45:00;Produccion;Tarde;v
HENRY FORD SAL.;2433;21:30:00;22:00:00;Produccion;Tarde;v
BS AS 4 (Adm - Saav)-Salida;2467;21:30:00;22:00:00;Produccion;Tarde;v
Garin - Salida 22 hs.;11603;21:30:00;22:00:00;Produccion;Tarde;v
ZTE 2-SAL;2439;21:30:00;22:00:00;Produccion;Tarde;v
Escobar - Salida 22 hs.;11602;21:30:00;22:00:00;Produccion;Tarde;v
ZTE 1-SAL;2438;21:30:00;22:00:00;Produccion;Tarde;v
LUJAN 1 - Salida;2476;21:30:00;22:00:00;Produccion;Tarde;v
Zarate - Salida 22 hs.;11608;21:30:00;22:00:00;Produccion;Tarde;v
DEL VISO-SAL;2483;21:30:00;22:00:00;Produccion;Tarde;v
San Pedro - Salida 22 hs.;11615;21:30:00;22:00:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;2489;21:30:00;22:00:00;Produccion;Tarde;v
S.PEDRO 1-SAL;1042;21:59:00;22:00:00;Produccion;Tarde;v
Campana - Salida 22 hs.;11607;21:30:00;22:00:00;Produccion;Tarde;v
Baradero - Salida 22 hs.;11609;21:30:00;22:00:00;Produccion;Tarde;v
BSAS-SAL;2462;21:30:00;22:00:00;Produccion;Tarde;v
ZARATE 3-(S. Lorenzo)-Salida;3279;21:30:00;22:00:00;Produccion;Tarde;v
Merlo - Salida 22 hs.;11606;21:30:00;22:00:00;Produccion;Tarde;v
ZTEREF-SAL;2442;21:30:00;22:00:00;Produccion;Tarde;v
MORENO - Salida;2480;21:30:00;22:00:00;Produccion;Tarde;v
CNAREF-SAL;2429;21:30:00;22:00:00;Produccion;Tarde;v
SAN MIGUEL - SALIDA 22 HS;11613;21:30:00;22:00:00;Produccion;Tarde;v
ZTELIMA;3278;21:30:00;22:00:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;2487;21:30:00;22:00:00;Produccion;Tarde;v
BAR 2-SAL;1040;21:59:00;22:00:00;Produccion;Tarde;v
Lujan - Salida 22 hs.;11605;21:30:00;22:00:00;Produccion;Tarde;v
ZTE 4-SAL;2441;21:30:00;22:00:00;Produccion;Tarde;v
CAMPANA 2 - Salida;2428;21:30:00;22:00:00;Produccion;Tarde;v
Pilar - Del Viso - Salida 22 hs.;11604;21:30:00;22:00:00;Produccion;Tarde;v
ZTE 3- SAL;2440;21:30:00;22:00:00;Produccion;Tarde;v
LUJAN 2 - Salida;2478;21:30:00;22:00:00;Produccion;Tarde;v
CAMPANA 1 - Salida;2427;21:30:00;22:00:00;Produccion;Tarde;v
BS AS - SALIDA 22 HS;11611;21:30:00;22:00:00;Produccion;Tarde;v
PILAR-SAL;2485;21:30:00;22:00:00;Produccion;Tarde;v
CNAREF-SAL;1038;22:29:00;22:30:00;Produccion;Tarde;v
MORENO - Salida;2314;22:29:00;22:30:00;Produccion;Tarde;v
LUJAN 2 - Salida;1044;22:29:00;22:30:00;Produccion;Tarde;v
ZTE 2-SAL;1031;22:29:00;22:30:00;Produccion;Tarde;v
CAMPANA 2 - Salida;1037;22:29:00;22:30:00;Produccion;Tarde;v
LUJAN 1 - Salida;1043;22:29:00;22:30:00;Produccion;Tarde;v
ZTE 1-SAL;1030;22:29:00;22:30:00;Produccion;Tarde;v
ESCOBAR 1 -Salida;1049;22:29:00;22:30:00;Produccion;Tarde;v
CAMPANA 1 - Salida;1036;22:29:00;22:30:00;Produccion;Tarde;v
ZTELIMA;1035;22:29:00;22:30:00;Produccion;Tarde;v
BARREF-SAL;1041;22:29:00;22:30:00;Produccion;Tarde;v
ZTEREF-SAL;210;22:29:00;22:30:00;Produccion;Tarde;v
DEL VISO-SAL;1047;22:29:00;22:30:00;Produccion;Tarde;v
ZTE 4-SAL;1033;22:29:00;22:30:00;Produccion;Tarde;v
BAR 1-SAL;1039;22:29:00;22:30:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;2315;22:29:00;22:30:00;Produccion;Tarde;v
BSAS-SAL;1045;22:29:00;22:30:00;Produccion;Tarde;v
ZTE 3- SAL;1032;22:29:00;22:30:00;Produccion;Tarde;v
Rec. Sab. HENRY FORD . Salida;9808;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sabados Escobar. Salida;9814;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sab. Campana. Salida;9807;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sabado Zarate. Salida;9813;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sab. Baradero. Salida;9806;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sabado Lujan. Salida;9812;22:10:00;22:40:00;Produccion;Mañana;v
Rec. Sabado Lima. Salida;9811;22:10:00;22:40:00;Produccion;Noche;v
Rec. Sabado Bs. As. Salida;9810;22:10:00;22:40:00;Produccion;Tarde;v
Rec. Sab. S. Pedro. Salida;9809;22:10:00;22:40:00;Produccion;Tarde;v
Campana-Entrada(Mantenimiento);10630;22:25:00;22:55:00;Produccion;Noche;i
MORENO - Salida;2750;22:30:00;23:00:00;Produccion;Tarde;v
ZTE 2-SAL;2737;22:30:00;23:00:00;Produccion;Tarde;v
PILAR-SAL;2756;22:30:00;23:00:00;Produccion;Tarde;v
CAMPANA 2 - Salida;2743;22:30:00;23:00:00;Produccion;Tarde;v
LUJAN 2 - Salida;2749;22:30:00;23:00:00;Produccion;Tarde;v
ZTE 1-SAL;2736;22:30:00;23:00:00;Produccion;Tarde;v
DEL VISO-SAL;2755;22:30:00;23:00:00;Produccion;Tarde;v
CAMPANA 1 - Salida;2742;22:30:00;23:00:00;Produccion;Tarde;v
LUJAN 1 - Salida;2748;22:30:00;23:00:00;Produccion;Tarde;v
BARREF-SAL;2735;22:30:00;23:00:00;Produccion;Tarde;v
ESCOBAR 2 -(Matheu)- Salida;2754;22:30:00;23:00:00;Produccion;Tarde;v
ZTELIMA;2741;22:30:00;23:00:00;Produccion;Tarde;v
PILAR-SAL;1048;22:30:00;23:00:00;Produccion;Tarde;v
BS AS 6  (H. Ford) -Salida;2747;22:30:00;23:00:00;Produccion;Tarde;v
BAR 2-SAL;2734;22:30:00;23:00:00;Produccion;Tarde;v
